Accession	Peptide count	Peptides used for quantitation	Confidence score	Anova (p)	Max fold change	Fractions	Occurrences	HDIghest mean condDItDIon	Lowest mean condDItDIon	Description	DH_152	DH_226	DH_254	DH_292	DI_230	DI_250	DI_286	DI_288	ADK_T1_231	ADK_T1_290	ADK_T1_381	ADK_T1_525	ADK_T2_227	ADK_T2_287	ADK_T2_291	ADK_T2_338
Q15418	27	8	173.6959	0.629185866	1.219304585	1;2;3;4	4	DH	ADK T1	Ribosomal protein S6 kinase alpha-1 OS=Homo sapiens GN=RPS6KA1 PE=1 SV=2	5217.032649	6645.148361	5540.341144	6657.324843	3588.798284	2396.661561	8688.474403	5353.01419	391.7440213	8668.334645	8473.034236	2199.320888	2064.687942	7499.542254	6346.588095	7302.15057
P47755	17	9	118.9617	0.629568556	2.4306038	1;2;3;4;5	5	ADK T1	DI	F-actin-capping protein subunit alpha-2 OS=Homo sapiens GN=CAPZA2 PE=1 SV=3	2330.033797	4384.235862	3688.822603	4328.736447	3505.452574	1949.663862	1371.575471	2248.432902	13915.2353	5583.18664	1500.899731	1058.711179	2306.099444	3179.119348	2151.365704	1978.716372
Q15031	22	5	124.6986	0.629803212	1.808500646	1;2;3;4	4	ADK T1	ADK T2	Probable leucine--tRNA ligase, mitochondrial OS=Homo sapiens GN=LARS2 PE=1 SV=2	619.3060581	804.538922	761.8829848	423.3649453	627.7194086	692.8303271	574.5067011	513.3861541	2312.349071	373.6784345	644.7183966	801.1158219	670.5645864	515.4179816	591.0378745	507.6686632
Q9NVP1	12	5	60.935	0.629856408	3.008554332	1;2;3	3	ADK T1	ADK T2	ATP-dependent RNA helicase DDX18 OS=Homo sapiens GN=DDX18 PE=1 SV=2	876.7717334	728.9141617	1111.077864	708.1459402	2262.127319	2298.434105	277.3976241	515.3054086	4127.50894	472.2488031	6.73364691	1234.763649	1350.134813	409.9873767	83.91145978	97.51514574
P60842	43	16	383.0962	0.629897694	1.460432987	1;2;3;4;5	5	ADK T2	DH	Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1	7856.273892	5443.944147	5373.495821	6245.411696	2040.929387	4346.479871	22288.618	4498.372997	5148.34346	12156.89812	5735.311435	10234.54195	8394.206055	8715.425903	12633.88763	6649.193373
O75937	3	1	15.1491	0.632809035	Infinity	1	1	DH	ADK T2	DnaJ homolog subfamily C member 8 OS=Homo sapiens GN=DNAJC8 PE=1 SV=2	0	0	149.4063399	0	0	101.5757119	0	0	0	0	0.708303132	0	0	0	0	0
P19878	3	2	17.935	0.633277953	1.380358856	1;2	2	DI	ADK T2	Neutrophil cytosol factor 2 OS=Homo sapiens GN=NCF2 PE=1 SV=2	1546.456657	2352.863021	1615.044305	1022.385022	1568.940348	1901.881218	2411.605051	1905.534137	2933.784154	724.203748	2136.800882	1472.283459	1935.207031	1765.176396	1665.07849	276.5207591
Q96EY7	19	6	109.6129	0.634880434	7.577032021	1;2;3;4	4	ADK T1	DI	Pentatricopeptide repeat-containing protein 3, mitochondrial OS=Homo sapiens GN=PTCD3 PE=1 SV=3	602.3759194	359.1165574	586.0410792	0	279.7319447	173.5306045	20.33465274	23.77511802	718.6301211	2349.814448	32.25982083	667.9016043	390.2242367	175.8795768	181.476588	40.23576985
P09211	21	12	218.8624	0.635169721	1.325516433	1;2;3;4;5	5	DH	DI	Glutathione S-transferase P OS=Homo sapiens GN=GSTP1 PE=1 SV=2	52912.88734	33918.08813	69580.81359	80090.8185	47785.17704	29189.64782	67964.31051	33483.85642	45526.74051	50581.45569	39890.53299	66885.04668	39635.73028	44740.70448	49580.37998	64133.55725
Q16204	15	3	83.0186	0.636353509	1.943529966	1;2;3	3	ADK T2	DH	Coiled-coil domain-containing protein 6 OS=Homo sapiens GN=CCDC6 PE=1 SV=2	224.1338582	129.0532678	175.8939167	0	223.2004287	228.0675206	147.5820736	30.30428006	308.4171361	0	139.9318258	332.6274579	312.2978786	274.3052361	170.9251059	270.75664
Q9NZ63	4	1	18.1163	0.636585434	10.18802593	1;3	2	DH	ADK T1	Uncharacterized protein C9orf78 OS=Homo sapiens GN=C9orf78 PE=1 SV=1	68.77732944	589.10957	0	66.07535936	0	15.0766732	174.4355323	308.9428502	0	0	58.81303744	12.2470741	0	34.0752713	162.5885497	0
Q92973	12	5	71.1304	0.636888389	3.509309622	1;3;4;5	4	DH	DI	Transportin-1 OS=Homo sapiens GN=TNPO1 PE=1 SV=2	91.78811688	423.3562581	4367.428231	322.6652155	355.5178305	231.7404997	382.9263646	513.0807854	1738.898596	551.4477255	245.4391395	2423.738808	780.0127016	537.0415719	418.2166044	890.1244285
P21980	37	14	255.3972	0.637163166	1.575199898	1;2;3;4;5	5	DH	DI	Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens GN=TGM2 PE=1 SV=2	4777.854453	1939.229495	4381.554669	5101.675846	2703.855367	1652.773764	2386.444017	3541.53548	2699.771232	5369.641058	1075.634258	3897.490195	3109.871285	4912.589074	2469.987371	2455.548975
Q86V87	2	1	9.892	0.637536385	10.14569166	5	1	ADK T2	DH	Protein FAM160B2 OS=Homo sapiens GN=FAM160B2 PE=2 SV=2	0.796225078	39.30919102	0	119.9281599	0	243.7820284	141.4792167	25.99162036	0	0	355.4230364	10.02443603	275.4274373	0	96.07707275	1252.146807
P43034	26	11	173.225	0.637885532	2.373594866	1;2;3;4	4	DH	ADK T2	Platelet-activating factor acetylhydrolase IB subunit alpha OS=Homo sapiens GN=PAFAH1B1 PE=1 SV=2	629.1250607	559.8624079	771.3429675	4947.48925	562.1150017	563.2374371	737.3314104	1710.914578	621.8243977	3340.565394	584.2899064	1419.168704	484.0383652	318.3864722	1583.868972	523.9836712
Q14197	9	3	52.0549	0.638841904	34.72175177	1;4	2	DH	DI	Peptidyl-tRNA hydrolase ICT1, mitochondrial OS=Homo sapiens GN=ICT1 PE=1 SV=1	0	174.4604709	0	0	0	5.024529641	0	0	0	7.651854488	0	0	83.9405414	0	42.98844402	0
O14964	1	1	4.3874	0.639468393	Infinity	3	1	ADK T1	ADK T2	Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens GN=HGS PE=1 SV=1	4.495882022	33.37022897	0	0	0	12.06012241	0	0	0	0	0	109.6486323	0	0	0	0
Q13547	9	5	62.5779	0.639859004	2.283776886	2;3;4	3	ADK T2	DI	Histone deacetylase 1 OS=Homo sapiens GN=HDAC1 PE=1 SV=1	324.0257983	488.3491734	321.6010589	489.408942	242.4072063	200.416239	455.4606495	181.5426964	0	877.8135357	793.7041849	551.7057216	517.2143929	651.2174491	501.0243036	796.6273208
Q93034	16	5	89.0223	0.639939918	2.427692626	1;2;3;4	4	DI	ADK T2	Cullin-5 OS=Homo sapiens GN=CUL5 PE=1 SV=4	72.92158128	310.2874414	264.1304397	20.62998675	476.5800913	287.292256	104.2643831	212.3146138	416.7898014	0	197.7694784	256.4595351	221.8403548	57.50752143	165.7049005	0
Q8N302	3	2	14.6387	0.640480392	1.808042569	1	1	DI	ADK T1	Angiogenic factor with G patch and FHA domains 1 OS=Homo sapiens GN=AGGF1 PE=1 SV=2	118.8221276	871.3361605	11.32205689	2689.552645	38.29091866	1572.148247	1587.799373	3186.753296	837.9885456	1393.422239	1201.858835	98.16926501	894.5763377	971.2692334	1748.856718	859.7597852
O43318	4	1	18.3504	0.640821909	9.614289623	1	1	ADK T1	DI	Mitogen-activated protein kinase kinase kinase 7 OS=Homo sapiens GN=MAP3K7 PE=1 SV=1	117.9762653	46.05117827	0	0	0	51.58226572	0	66.46603665	183.1765393	0	655.1476042	296.6264249	0	534.1247164	0	25.0136043
Q9Y263	19	5	100.2599	0.641919589	1.647921036	1;2;3;4	4	DH	ADK T2	Phospholipase A-2-activating protein OS=Homo sapiens GN=PLAA PE=1 SV=2	1516.440092	995.482335	667.2867898	1013.843026	714.0247098	1067.843579	410.7777908	1512.752948	770.9017253	133.6635631	1309.217462	1121.95371	924.4455681	444.6054061	815.2476154	360.1511451
Q9H910	10	7	58.9273	0.64201735	7.805115317	1;3;4	3	ADK T1	ADK T2	Hematological and neurological expressed 1-like protein OS=Homo sapiens GN=HN1L PE=1 SV=1	1024.124431	1073.289959	687.1523123	1979.554497	1436.993494	2290.740855	543.2617932	714.758593	420.7276541	18020.82907	613.9996343	850.4074917	1083.043985	496.2982747	569.6515869	401.380241
Q9NVU7	2	1	9.7581	0.642656426	4.694386888	2	1	ADK T1	DH	Protein SDA1 homolog OS=Homo sapiens GN=SDAD1 PE=1 SV=3	0	27.15875702	7.908969964	0	71.50600092	15.33751634	5.522212683	5.925520294	0	0	8.149946207	156.4715316	115.744085	0	0	0
Q9Y305	26	13	175.0996	0.644012732	2.6976686	1;2;3;4;5	5	DH	DI	Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens GN=ACOT9 PE=1 SV=2	18079.98379	2093.113801	2376.574958	2848.239977	1707.588147	2764.829738	2652.152579	2290.19328	5520.922992	844.1882724	4928.113151	5200.721147	2026.657987	2522.444056	2600.184827	2527.776054
Q3ZCQ8	7	3	44.69	0.644483605	2.058807879	1;2;3;4	4	ADK T1	DH	Mitochondrial import inner membrane translocase subunit TIM50 OS=Homo sapiens GN=TIMM50 PE=1 SV=2	533.5146213	490.3685671	477.3735308	320.5775051	590.0375514	520.4963831	445.4613449	388.6714307	777.4007949	73.48693012	1601.358472	1298.560458	1076.022904	708.522976	1135.554208	566.8020572
Q6PJF5	2	1	15.3223	0.645753468	37.29133342	1	1	DI	ADK T2	Inactive rhomboid protein 2 OS=Homo sapiens GN=RHBDF2 PE=1 SV=2	0	0	0	682.1093514	0	513.1191536	0	805.6491001	37.51505895	0	0	0	0	35.36393399	0	0
P53990	12	4	73.1569	0.64583376	1.199380599	1;3;4	3	DI	ADK T1	IST1 homolog OS=Homo sapiens GN=IST1 PE=1 SV=1	1130.344802	1836.620157	1612.198245	2362.61713	1973.460855	1681.844473	1895.494441	1691.829242	1626.012743	1827.255629	1258.21589	1327.156864	1976.609958	1416.81024	1401.460419	2114.986026
Q71DI3	14	1	130.9641	0.647005039	3.435910518	1;2;3;4;5	5	ADK T2	DI	Histone H3.2 OS=Homo sapiens GN=HIST2H3A PE=1 SV=3	602.3067383	2059.490161	3617.688594	2308.27377	0	2438.297395	1805.547388	1321.648998	11025.09365	4266.092655	1763.837464	1359.141402	4142.550558	12070.62853	0	2909.359539
P07585	11	5	87.4611	0.647313883	4.190502846	2;3;4;5	4	ADK T1	DH	Decorin OS=Homo sapiens GN=DCN PE=1 SV=1	175.284395	582.6343763	610.4753262	1489.377018	1607.211181	1808.447223	4189.357781	86.04046992	2855.691046	7542.225565	324.5316685	1253.049711	356.7188092	350.6511227	789.0642737	3394.918464
P01023	89	34	641.8702	0.647595427	1.54148243	1;2;3;4;5	5	DH	ADK T2	Alpha-2-macroglobulin OS=Homo sapiens GN=A2M PE=1 SV=3	26716.00752	17518.69225	23450.39715	46522.45809	21213.22474	15511.0386	42932.26529	23124.09173	8921.569455	49129.53627	10530.60285	26126.73407	26460.50562	11080.51595	22454.07498	14094.33371
Q9UJS0	34	14	221.633	0.647610833	1.934342266	2;3;4;5	4	ADK T1	ADK T2	Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens GN=SLC25A13 PE=1 SV=2	1901.822798	1758.014385	874.6778857	214.1989247	1304.181215	1973.100052	241.9942533	439.4900447	3564.785809	578.7783395	1450.751439	1593.483369	1299.389734	1034.407613	702.0551877	680.0353329
Q9Y6U3	21	4	114.8103	0.647833587	29.87285306	1;2;3;4	4	DH	ADK T2	Adseverin OS=Homo sapiens GN=SCIN PE=1 SV=4	228.2961925	16882.60471	119.3791797	65.86433805	15.61678546	84.9416748	17.73096816	4207.689965	126.4983083	1700.887597	416.4100906	170.0652389	66.69670631	71.57965559	279.7846993	160.9309883
Q8NHV9	3	2	13.8172	0.647891954	43.87992652	4	1	ADK T1	DI	Rhox homeobox family member 1 OS=Homo sapiens GN=RHOXF1 PE=2 SV=1	450.1171446	132.7243224	23.62117068	195.6528854	57.38393628	48.48483358	0	24.12149214	0	1726.413105	3935.443349	42.10669066	137.0594735	0	98.15583074	227.7227268
Q8N7H5	2	2	10.7021	0.648533178	Infinity	1	1	ADK T1	ADK T2	RNA polymerase II-associated factor 1 homolog OS=Homo sapiens GN=PAF1 PE=1 SV=2	0	1.992805688	0	0.239280141	0	0	4.097429078	0	93.73749013	0	0	0	0	0	0	0
P01600;P01599;P01607;P01608	2	1	28.3751	0.648563014	Infinity	2;3	2	ADK T1	DH	Ig kappa chain V-I region Hau OS=Homo sapiens PE=1 SV=1	0	0	0	0	0	0	37.9809258	26.0621319	0	5459.248838	0	0	0	33.39325239	21.58628163	0
Q3V6T2	26	2	122.3088	0.649268409	3.507450368	1;2	2	ADK T2	DH	Girdin OS=Homo sapiens GN=CCDC88A PE=1 SV=2	242.2466743	577.7360261	575.9492997	657.1051331	799.4720079	2872.133373	636.724351	707.6960107	282.4726131	264.0176195	702.4523851	880.5675089	6101.029977	135.0362405	592.2087606	372.6508695
O15511	10	4	76.9076	0.649738547	1.620603508	1;2;3;4;5	5	ADK T2	DH	Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens GN=ARPC5 PE=1 SV=3	4156.89772	4809.097834	4999.938012	5476.824411	4435.84626	5238.194164	7410.761257	7825.235394	678.5212595	9902.353755	11008.11383	4292.721302	4716.150742	8856.705553	7500.581301	10435.56418
O15020	61	11	311.789	0.649931045	3.41912478	1;2;4	3	DI	ADK T2	Spectrin beta chain, brain 2 OS=Homo sapiens GN=SPTBN2 PE=1 SV=3	1833.972515	2094.810918	1863.356208	2.420561802	1435.240198	2211.396036	591.8904538	3735.833303	181.667781	1374.63557	548.7833727	363.2693144	968.4820841	281.0800678	941.3072909	141.4116243
Q96KC8	4	1	23.9858	0.649953266	121.9450036	1	1	ADK T1	DH	DnaJ homolog subfamily C member 1 OS=Homo sapiens GN=DNAJC1 PE=1 SV=1	0	6.865888257	0	0	0	0	32.85255615	0	0	9.479757598	0	827.7810106	0	0	19.36034394	0
P47897	68	25	445.4512	0.651619264	2.005182857	1;2;3;4;5	5	ADK T1	DI	Glutamine--tRNA ligase OS=Homo sapiens GN=QARS PE=1 SV=1	4621.985039	6497.557103	3640.311977	2550.802384	1707.185699	4702.138634	1745.83758	6922.30338	8373.028846	15034.42853	5247.925325	1577.692232	2956.973996	3674.117926	5066.81366	6765.600349
P50914	10	3	105.211	0.651741555	1.557997462	2;4;5	3	DI	ADK T2	60S ribosomal protein L14 OS=Homo sapiens GN=RPL14 PE=1 SV=4	11447.67654	11342.77341	9008.43981	6969.898943	17140.63121	12292.56624	4889.717004	12939.30188	13797.19635	7804.629825	11136.99395	3007.519707	6404.520547	8755.594726	6139.321721	9035.796202
A7MCY6	8	5	46.2173	0.65184434	24.20233711	1;2;4	3	DH	ADK T2	TANK-binding kinase 1-binding protein 1 OS=Homo sapiens GN=TBKBP1 PE=1 SV=1	0	0	0	667.4440003	15.72400398	33.91206649	0	0	0.758217016	61.67667657	42.00166968	49.30129232	7.135387391	0	20.4422799	0
P27797	19	12	184.9969	0.651910926	1.636166597	1;2;3;4;5	5	ADK T1	DI	Calreticulin OS=Homo sapiens GN=CALR PE=1 SV=1	16581.91984	16979.017	31336.8853	46883.05467	23012.67985	16852.93326	26263.04636	15870.3749	41403.28548	35552.86569	10355.94093	46851.98889	21990.66265	31303.37771	27097.0438	36138.89458
P57737	15	4	89.2612	0.652003855	1.224586432	1;2;3;4;5	5	DH	ADK T2	Coronin-7 OS=Homo sapiens GN=CORO7 PE=1 SV=2	1249.268639	807.6811273	875.9750731	387.6451888	1263.192436	719.8230468	424.7888963	512.6236519	222.0738823	12.8720241	1151.645811	1808.08152	521.5286889	587.7723506	1310.232504	292.0513154
Q9NZL4	6	5	31.3871	0.652055222	1.911261364	2;3;4	3	ADK T1	DI	Hsp70-binding protein 1 OS=Homo sapiens GN=HSPBP1 PE=1 SV=1	250.3651837	588.5076825	203.0542264	512.4350061	276.7739081	551.5370312	284.3606867	145.8977242	1151.15883	171.9107223	762.5356008	319.8498197	394.0527829	456.4419011	298.926957	526.6504126
P50213	29	11	208.2334	0.653740675	1.20205019	1;2;3;4;5	5	ADK T1	DI	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Homo sapiens GN=IDH3A PE=1 SV=1	5764.211788	4650.369462	5005.036264	6553.162977	4271.27603	4843.651067	6069.478034	4561.858356	4404.945999	6065.059678	7428.714016	5837.280077	3967.692329	6403.288118	4391.853007	6552.968774
P48449	13	2	70.4978	0.653816613	21.25092477	2;3;4	3	ADK T1	DI	Lanosterol synthase OS=Homo sapiens GN=LSS PE=1 SV=1	182.4815477	100.4685878	54.40658173	80.03374035	61.34410913	51.12282874	11.45814339	17.16082671	2068.617474	0	739.3497096	190.2388323	80.66436019	58.42556249	21.99985545	5.617294726
P25789	27	14	175.8372	0.654380031	2.062785168	2;3;4;5	4	ADK T1	DH	Proteasome subunit alpha type-4 OS=Homo sapiens GN=PSMA4 PE=1 SV=1	3429.480572	10044.15	1568.753536	2153.067669	2793.479583	15531.37085	2946.721975	2745.121205	21045.54259	5316.543282	6306.690216	2801.7468	2952.999948	4801.395056	3799.451839	17506.98886
P78413	2	1	14.9961	0.654613561	5904.18066	4	1	ADK T1	ADK T2	Iroquois-class homeodomain protein IRX-4 OS=Homo sapiens GN=IRX4 PE=2 SV=2	20.55101186	31.43860837	1.318935946	5.083246053	0	7.990047971	0	5.487172238	77580.3008	0	0	6.064576816	7.552345402	0	5.58857454	0
Q9BZX4	2	1	9.4985	0.654659491	Infinity	4	1	ADK T1	ADK T2	Ropporin-1B OS=Homo sapiens GN=ROPN1B PE=1 SV=1	69.02512284	0	0	9.071325801	59.88290359	7.778002233	0	0	1696.331019	0	0	0	0	0	0	0
Q9Y5L0	4	1	21.0078	0.655393203	14.47371854	4	1	ADK T1	DH	Transportin-3 OS=Homo sapiens GN=TNPO3 PE=1 SV=3	10.99423501	4.937715351	0	0	47.29830261	16.87665407	0	0	0	0	73.89711299	156.6974523	29.06016577	106.3517235	0	39.70894254
P07197	58	9	365.5059	0.655877817	1.955517489	1;2;3;4;5	5	ADK T2	DH	Neurofilament medium polypeptide OS=Homo sapiens GN=NEFM PE=1 SV=3	3395.28337	1458.059304	3294.491547	1162.713551	1791.126545	1584.580404	5861.070651	5509.821041	5783.578842	2706.769562	1893.58027	1075.174495	1384.533403	3084.098791	8807.940736	4930.366071
Q14532	15	3	83.1737	0.65623926	1.361376256	1;2	2	DH	ADK T2	Keratin, type I cuticular Ha2 OS=Homo sapiens GN=KRT32 PE=1 SV=3	1228.12809	1636.510175	1311.939476	797.939566	0	57.14706726	2492.928208	1653.987397	113.5143468	3437.166093	275.2447021	124.497157	0	837.0481605	841.2565976	1975.730845
Q9H3U1	21	8	119.9945	0.6571343	2.018835007	1;2;3;5	4	ADK T2	DI	Protein unc-45 homolog A OS=Homo sapiens GN=UNC45A PE=1 SV=1	1799.92305	1206.813381	375.7808371	82.81086212	439.0056062	600.921824	1364.19406	407.7794491	952.182499	1254.80502	1844.989769	978.7981266	3433.159951	1258.975885	850.5409746	134.0872399
O15143	14	4	125.3618	0.657850301	1.641031402	1;2;3;4	4	DI	DH	Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens GN=ARPC1B PE=1 SV=3	2945.736739	2556.112379	3506.82583	454.9648313	4784.99922	3716.80548	4470.520826	2557.804531	1179.160753	4011.149231	1017.962937	5010.585319	4286.346873	3798.421643	4050.808544	556.8096094
Q8N684	11	4	72.1372	0.658486817	1.806853229	1;2;3	3	ADK T1	DI	Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens GN=CPSF7 PE=1 SV=1	1727.658026	803.1943651	617.0782291	631.599097	132.2568823	451.2149741	782.2077109	1330.65504	856.9250499	679.2451071	2743.562196	592.1485383	202.9423118	741.9732561	1431.652608	1329.999686
P02042	18	5	261.0039	0.659328442	2.475518063	1;2;3;4;5	5	ADK T1	ADK T2	Hemoglobin subunit delta OS=Homo sapiens GN=HBD PE=1 SV=2	33190.71953	8153.006479	7640.715322	9454.597242	8494.561131	5586.961772	12738.68672	8736.339037	14405.38731	42114.41573	3847.581792	2791.608268	7534.245238	9798.333308	4062.298141	4118.567971
P11309	2	1	9.0768	0.65968892	9.266616983	5	1	DH	DI	Serine/threonine-protein kinase pim-1 OS=Homo sapiens GN=PIM1 PE=1 SV=3	44.99255426	0	200.9071102	0	0	26.53607728	0	0	56.15544433	0	0	116.4235568	103.4631181	77.41146009	9.217237407	0
P18440	3	1	19.5831	0.659832602	Infinity	3	1	DH	DI	Arylamine N-acetyltransferase 1 OS=Homo sapiens GN=NAT1 PE=1 SV=2	203.153325	0	0	0	0	0	0	0	6.926693711	0	0	0	0	0	2.989473944	0
P36507	7	2	37.071	0.660523255	6.594683556	1;3	2	DH	ADK T2	Dual specificity mitogen-activated protein kinase kinase 2 OS=Homo sapiens GN=MAP2K2 PE=1 SV=1	127.9679388	42.576801	116.666764	2.079477122	15.66037015	109.7360421	2.301679846	0.385425772	60.9679488	0	5.8483273	90.24756048	27.82524012	3.492128796	3.962145326	8.587788641
P62820	19	5	151.9145	0.661308486	5.170646978	2;3;4;5	4	ADK T1	ADK T2	Ras-related protein Rab-1A OS=Homo sapiens GN=RAB1A PE=1 SV=3	801.0693734	975.6567966	1208.773072	1014.346942	1286.57115	775.1217394	1364.199462	714.7528467	299.0229248	16290.7442	1368.908009	1577.973114	634.3841334	1067.193547	1422.071193	654.727089
Q96N66	4	3	28.2815	0.661893445	23.67034554	1;2;5	3	DH	DI	Lysophospholipid acyltransferase 7 OS=Homo sapiens GN=MBOAT7 PE=1 SV=2	234.8346309	202.3874204	0	5643.616741	35.43540516	0	0	221.4615118	562.7521505	66.5761527	180.461915	0	0	0	107.6573887	554.0673297
P55036	12	4	89.7738	0.662018679	1.793508248	1;2;3;4;5	5	ADK T1	DH	26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens GN=PSMD4 PE=1 SV=1	715.9839979	627.9181836	818.8836169	278.2989398	724.8007208	915.0791503	815.5066029	626.1072283	1264.204154	228.8038972	800.0521819	2085.045378	1121.648071	1124.105734	1149.650944	505.8122275
Q9BWM7	12	5	89.8252	0.662052513	2.049952183	2;3;4	3	ADK T1	ADK T2	Sideroflexin-3 OS=Homo sapiens GN=SFXN3 PE=2 SV=2	594.5409156	741.4738143	272.1356223	686.4244474	394.4231456	556.1230402	245.8871471	502.0286951	1769.8822	160.266169	181.5389054	802.803146	751.8003625	144.0782755	398.7173777	127.1397907
Q8NCA5	6	1	43.723	0.662064628	43.48390583	2;3;4	3	ADK T1	DH	Protein FAM98A OS=Homo sapiens GN=FAM98A PE=1 SV=1	0	42.1977729	0	0	0	71.79970156	0	291.5301556	82.56882179	0	1752.355161	0	0	40.06187411	70.58850487	115.4745502
Q92925	8	4	48.9026	0.662267611	1.569223091	1;2;4;5	4	ADK T2	ADK T1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 OS=Homo sapiens GN=SMARCD2 PE=1 SV=3	944.1297758	1467.738636	484.1874811	982.3463064	863.9800463	626.8956607	102.6842318	1492.699607	656.3038381	37.44538135	1620.415473	283.9037056	1120.56911	1522.557839	1319.201354	114.6206166
Q9Y376	13	4	78.4009	0.663128702	5.571984225	2;3;4;5	4	DI	ADK T2	Calcium-binding protein 39 OS=Homo sapiens GN=CAB39 PE=1 SV=1	360.4699856	98.45752189	18.71298293	0	451.5907736	322.0979626	19.5420397	36.01798108	36.81753245	0	10.34633414	481.6438773	74.50228123	60.74357675	13.57881984	0
Q9BXK5	7	1	35.6446	0.663244828	6.113311576	1;3	2	ADK T1	ADK T2	Bcl-2-like protein 13 OS=Homo sapiens GN=BCL2L13 PE=1 SV=1	0	232.6699652	400.7287524	74.20288879	240.41349	481.0680079	53.46706253	45.65039248	0	1852.598185	18.92792875	267.3655222	185.0872228	0	164.7872453	0
Q15582	44	18	342.62	0.663416049	1.392533304	1;2;3;4;5	5	DI	DH	Transforming growth factor-beta-induced protein ig-h3 OS=Homo sapiens GN=TGFBI PE=1 SV=1	10061.94826	5519.636356	14304.83363	3929.633324	7582.283272	14038.953	5112.444288	20356.29746	11171.96581	12639.87786	9618.841886	9813.159449	7964.131258	10371.63789	8320.394506	11820.79999
A8MT69	1	1	6.8583	0.663654064	2.66693438	5	1	ADK T2	DH	Centromere protein X OS=Homo sapiens GN=STRA13 PE=1 SV=1	138.1237705	679.3823938	813.9695992	891.9753127	299.8571681	804.1011195	1348.731464	643.5149036	2469.102893	0	1975.946076	1292.455103	917.980371	1553.026517	1868.764664	2390.106878
P17858	51	17	370.5484	0.663850282	2.803432881	1;2;3;4;5	5	ADK T1	DH	6-phosphofructokinase, liver type OS=Homo sapiens GN=PFKL PE=1 SV=6	4470.852247	4154.556989	4119.73857	5262.985195	3241.240475	2845.716933	24581.74915	2964.542641	2464.792865	27572.49423	4034.359286	16412.94579	3630.779435	3866.480206	8034.926221	3012.152797
P14927	9	3	69.5451	0.664449969	73.00837403	1;3;5	3	ADK T2	DH	Cytochrome b-c1 complex subunit 7 OS=Homo sapiens GN=UQCRB PE=1 SV=2	6.664602902	0	42.26947953	0	88.73655481	0	0	0	0.00455079	451.1915937	61.13628028	30.23805729	3572.597793	0	0	0
Q8IWJ2	22	4	110.4639	0.66447569	3.41608005	1;3	2	ADK T1	ADK T2	GRIP and coiled-coil domain-containing protein 2 OS=Homo sapiens GN=GCC2 PE=1 SV=4	101.9863901	32.50598042	749.0703783	596.3430508	965.7507036	164.9476112	1023.187196	385.1250975	13.45905636	0	1061.322904	3656.754575	106.6559803	446.3936083	336.2750932	495.7530873
P55263	8	3	48.842	0.664562697	6.184946108	1;2	2	DH	DI	Adenosine kinase OS=Homo sapiens GN=ADK PE=1 SV=2	1000.703011	667.0590148	788.8730851	30420.60239	1487.924807	1296.220662	1584.215314	947.3261972	8790.076026	9003.878326	1096.650887	1062.406089	1351.919211	476.3969351	1341.548253	2799.204001
Q8IYJ1	4	1	25.1217	0.664641376	2.662961132	5	1	ADK T2	DH	Copine-9 OS=Homo sapiens GN=CPNE9 PE=1 SV=3	346.5550643	1488.907382	194.8934222	2788.718693	0	2319.635575	0	2836.552969	4835.801314	22.4606697	136.783303	583.0597644	1856.461501	4180.553747	0	6795.993004
O14936	17	5	94.894	0.666031737	5.367867593	1;3;4;5	4	ADK T1	DI	Peripheral plasma membrane protein CASK OS=Homo sapiens GN=CASK PE=1 SV=3	56.37191621	15.16853781	170.0527263	15.29995286	142.8354958	33.52113784	54.33158109	18.17081098	692.98848	371.1685006	2.384377912	269.3009406	350.1423528	25.07389628	76.93862262	292.6343799
O95865	18	8	130.7757	0.666137211	1.780250847	1;2;3;4	4	ADK T1	ADK T2	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 OS=Homo sapiens GN=DDAH2 PE=1 SV=1	3547.650174	4367.635705	4567.257549	3590.59295	3695.548714	4434.462965	4706.245649	3938.971545	15495.6026	3094.411882	3747.084656	3720.051686	2471.372387	4152.832211	3020.669153	4991.91233
Q14562	5	1	28.8592	0.667828213	100.4296232	3;4	2	DI	ADK T2	ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1	20.07788979	16.27241377	16.26029518	0	2056.634578	22.59595426	0	3.165055563	34.11457227	19.35469024	0	34.62349914	5.288467317	0	15.44640672	0
